Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,Region,State,City,Product_ID,Category,Sub_Category,Quantity,Sales,Discount,Profit
ORD-204640,06-05-2023,16-05-2023,CUST-5425,Ojas Garg,Corporate,India,West,Delhi,New Delhi,PROD-848,Office Supplies,Storage,2,21628.2,0.21,3534.43
ORD-204641,23-05-2024,27-05-2024,CUST-4711,Shaan Kant,Home Office,India,South,West Bengal,Kolkata,PROD-616,Technology,Accessories,8,18813,0.26,2344.22
ORD-204642,18-07-2022,22-07-2022,CUST-9088,Vidur Walia,Home Office,India,East,Telangana,Hyderabad,PROD-859,Furniture,Bookcases,9,17393.48,0.05,3056.3
ORD-204643,18-01-2024,24-01-2024,CUST-9862,Aarna Sandhu,Corporate,India,West,Telangana,Hyderabad,PROD-996,Office Supplies,Art,8,3495.59,0.2,60.91
ORD-204644,11-08-2023,15-08-2023,CUST-1017,Nakul Som,Corporate,India,South,Punjab,Ludhiana,PROD-724,Office Supplies,Paper,5,22687.41,0.07,4174.84
ORD-204645,22-11-2023,27-11-2023,CUST-4184,Sana Sawhney,Home Office,India,West,Karnataka,Bengaluru,PROD-644,Technology,Laptops,6,3945.2,0.14,674.25
ORD-204646,25-09-2023,03-10-2023,CUST-9936,Tiya Vasa,Home Office,India,West,Punjab,Ludhiana,PROD-989,Furniture,Bookcases,2,17486.79,0.24,2627.59
ORD-204647,27-01-2023,04-02-2023,CUST-5637,Vidur Chacko,Consumer,India,East,Maharashtra,Mumbai,PROD-565,Office Supplies,Storage,2,11105.4,0.05,2536.01
ORD-204648,29-08-2024,31-08-2024,CUST-8420,Stuvan Vala,Home Office,India,East,Delhi,New Delhi,PROD-800,Furniture,Bookcases,4,5525.92,0.06,382.09
ORD-204649,29-05-2024,31-05-2024,CUST-9579,Saksham Ghose,Home Office,India,West,Punjab,Ludhiana,PROD-216,Furniture,Tables,7,18327.18,0.06,1166.82
ORD-204650,24-06-2023,26-06-2023,CUST-3974,Aaina Kumar,Home Office,India,East,Tamil Nadu,Chennai,PROD-824,Office Supplies,Art,6,12836.32,0.02,2655.8
ORD-204651,27-06-2023,02-07-2023,CUST-9403,Kanav Sunder,Corporate,India,North,Tamil Nadu,Coimbatore,PROD-491,Furniture,Chairs,7,12153.51,0.03,1262.59
ORD-204652,23-09-2024,03-10-2024,CUST-8607,Dishani Dhar,Corporate,India,West,Kerala,Kochi,PROD-910,Furniture,Chairs,5,13113.9,0.26,-609.64
ORD-204653,10-03-2022,12-03-2022,CUST-2025,Tara Loke,Home Office,India,North,Telangana,Hyderabad,PROD-786,Technology,Copiers,10,13834.8,0.08,3458.35
ORD-204654,30-01-2022,02-02-2022,CUST-4267,Darshit Kadakia,Corporate,India,West,Maharashtra,Nagpur,PROD-682,Technology,Phones,10,9517.73,0.15,1425.87
ORD-204655,19-10-2023,21-10-2023,CUST-1122,Zaina Solanki,Home Office,India,North,West Bengal,Kolkata,PROD-746,Furniture,Bookcases,1,4359.23,0.26,340.85
ORD-204656,01-05-2022,04-05-2022,CUST-2540,Aarav Dutt,Corporate,India,East,Karnataka,Mysuru,PROD-123,Technology,Phones,4,269.93,0.18,43.56
ORD-204657,17-12-2024,20-12-2024,CUST-2745,Alia Ray,Home Office,India,East,Delhi,New Delhi,PROD-853,Furniture,Tables,6,1597.45,0.23,142.03
ORD-204658,20-02-2022,25-02-2022,CUST-7079,Anahita Swaminathan,Consumer,India,South,Gujarat,Surat,PROD-838,Furniture,Bookcases,1,19180.83,0.16,2029.09
ORD-204659,03-11-2024,11-11-2024,CUST-4290,Fateh Gara,Corporate,India,East,Maharashtra,Nagpur,PROD-539,Technology,Accessories,2,1749.71,0.23,309.62
ORD-204660,16-10-2022,24-10-2022,CUST-9066,Hiran Karpe,Consumer,India,East,Gujarat,Surat,PROD-411,Office Supplies,Art,6,14115.2,0.29,-427.98
ORD-204661,23-07-2023,27-07-2023,CUST-4977,Vanya Dua,Corporate,India,North,Telangana,Hyderabad,PROD-798,Furniture,Tables,2,9198.04,0.05,1772.84
ORD-204662,31-12-2022,09-01-2023,CUST-3027,Indrajit Saha,Home Office,India,East,Delhi,New Delhi,PROD-307,Office Supplies,Paper,2,17667.87,0.1,458.63
ORD-204663,20-03-2023,25-03-2023,CUST-2248,Advik Comar,Corporate,India,North,Punjab,Ludhiana,PROD-474,Office Supplies,Paper,2,14099.39,0.24,285.16
ORD-204664,21-08-2024,25-08-2024,CUST-8649,Nitara Bhat,Consumer,India,South,Telangana,Hyderabad,PROD-821,Technology,Accessories,6,17501.37,0.19,-192.16
ORD-204665,10-05-2023,20-05-2023,CUST-4772,Riaan Bassi,Consumer,India,East,Maharashtra,Mumbai,PROD-539,Furniture,Tables,2,19582.44,0.05,5280.17
ORD-204666,24-04-2022,26-04-2022,CUST-2432,Sana Rout,Corporate,India,South,Delhi,New Delhi,PROD-968,Office Supplies,Art,4,22158.42,0.29,947.05
ORD-204667,28-12-2024,03-01-2025,CUST-8307,Aaryahi Shetty,Consumer,India,East,Rajasthan,Jaipur,PROD-749,Furniture,Tables,6,15932.94,0.14,3237.24
ORD-204668,10-04-2022,12-04-2022,CUST-3961,Khushi Sarma,Consumer,India,West,Gujarat,Surat,PROD-551,Office Supplies,Art,2,5351.53,0.04,482.92
ORD-204669,24-11-2024,27-11-2024,CUST-3192,Mohanlal Lalla,Home Office,India,East,Punjab,Ludhiana,PROD-898,Furniture,Tables,2,8480.16,0.2,-311.61
ORD-204670,04-02-2024,14-02-2024,CUST-2751,Stuvan Sangha,Consumer,India,South,Maharashtra,Nagpur,PROD-978,Technology,Accessories,10,14336.27,0.28,765.02
ORD-204671,05-12-2023,07-12-2023,CUST-6749,Rati Bhagat,Corporate,India,West,Delhi,New Delhi,PROD-266,Office Supplies,Paper,5,18023.29,0.28,1524.33
ORD-204672,22-11-2023,02-12-2023,CUST-2465,Parinaaz Dara,Consumer,India,East,Maharashtra,Pune,PROD-832,Office Supplies,Art,7,8811.86,0.08,1244.63
ORD-204673,13-02-2023,19-02-2023,CUST-6065,Manikya Sankar,Consumer,India,North,Karnataka,Mysuru,PROD-467,Furniture,Tables,3,3102.29,0.24,-143.79
ORD-204674,02-05-2023,05-05-2023,CUST-3754,Siya Barad,Home Office,India,East,Rajasthan,Jaipur,PROD-180,Furniture,Bookcases,1,14231.45,0.16,1832.28
ORD-204675,01-11-2023,11-11-2023,CUST-5334,Hridaan Bhakta,Consumer,India,North,Telangana,Hyderabad,PROD-210,Office Supplies,Paper,7,23671.15,0.23,1593.11
ORD-204676,15-08-2024,20-08-2024,CUST-4559,Ivan Wable,Corporate,India,East,Karnataka,Bengaluru,PROD-523,Office Supplies,Binders,7,3064.59,0.28,-235.84
ORD-204677,22-08-2022,25-08-2022,CUST-7114,Keya Baral,Corporate,India,North,Maharashtra,Mumbai,PROD-745,Technology,Laptops,3,22120.46,0.08,411.22
ORD-204678,05-12-2023,15-12-2023,CUST-6212,Sahil Chaudhari,Consumer,India,South,Rajasthan,Jaipur,PROD-683,Furniture,Tables,4,20655.49,0.05,3669.08
ORD-204679,22-06-2023,29-06-2023,CUST-2619,Miraan Chawla,Corporate,India,West,Rajasthan,Jaipur,PROD-225,Office Supplies,Art,6,13833.46,0.24,-227.27
ORD-204680,02-02-2024,03-02-2024,CUST-1476,Kabir Kale,Home Office,India,South,Karnataka,Bengaluru,PROD-782,Technology,Laptops,9,13347.71,0.03,1827.75
ORD-204681,27-12-2024,31-12-2024,CUST-1634,Rhea Chander,Corporate,India,North,Rajasthan,Jaipur,PROD-738,Technology,Laptops,8,7569.51,0.15,1142.07
ORD-204682,06-04-2024,11-04-2024,CUST-1947,Azad Krish,Home Office,India,West,Kerala,Kochi,PROD-674,Furniture,Tables,10,7447.51,0.09,1211.61
ORD-204683,11-11-2022,16-11-2022,CUST-1293,Piya Ravel,Consumer,India,West,Tamil Nadu,Coimbatore,PROD-960,Technology,Phones,9,2397.22,0.15,298.46
ORD-204684,15-01-2024,18-01-2024,CUST-1664,Kanav Chowdhury,Home Office,India,South,Kerala,Kochi,PROD-888,Technology,Phones,6,13579.11,0.12,3249.94
ORD-204685,15-02-2022,16-02-2022,CUST-7270,Kiara Sarma,Consumer,India,South,Telangana,Hyderabad,PROD-279,Office Supplies,Binders,5,20115.08,0.24,3514.57
ORD-204686,20-12-2022,28-12-2022,CUST-5180,Uthkarsh Shetty,Consumer,India,South,Delhi,New Delhi,PROD-746,Office Supplies,Storage,2,23424.6,0.26,603.9
ORD-204687,14-01-2024,23-01-2024,CUST-6442,Diya Mani,Home Office,India,North,Gujarat,Surat,PROD-826,Technology,Accessories,3,20567.32,0.08,3982.85
ORD-204688,14-03-2023,24-03-2023,CUST-7237,Advika Sinha,Home Office,India,South,Delhi,New Delhi,PROD-128,Furniture,Furnishings,7,7054.22,0.24,468.95
ORD-204689,25-09-2024,26-09-2024,CUST-6311,Kismat Mand,Corporate,India,West,Rajasthan,Jaipur,PROD-910,Furniture,Chairs,7,16078.83,0.25,2582.78
ORD-204690,06-11-2022,11-11-2022,CUST-3537,Dhanush Bera,Consumer,India,South,Karnataka,Mysuru,PROD-815,Technology,Copiers,1,9183.15,0.18,1439.15
ORD-204691,03-12-2023,11-12-2023,CUST-4847,Ojas Kaul,Corporate,India,North,Tamil Nadu,Chennai,PROD-278,Furniture,Tables,4,14729.07,0.15,1707.41
ORD-204692,13-02-2023,16-02-2023,CUST-8818,Lavanya Verma,Consumer,India,North,Maharashtra,Nagpur,PROD-917,Office Supplies,Art,4,10879.25,0.07,1642.05
ORD-204693,18-09-2024,23-09-2024,CUST-4646,Faiyaz Gulati,Home Office,India,South,Punjab,Ludhiana,PROD-608,Office Supplies,Paper,8,3288.85,0.09,393.05
ORD-204694,12-05-2023,22-05-2023,CUST-5480,Rasha Lall,Corporate,India,West,Gujarat,Ahmedabad,PROD-697,Office Supplies,Paper,9,16180.66,0.05,1197.11
ORD-204695,02-02-2023,11-02-2023,CUST-4792,Tushar Grewal,Corporate,India,North,Delhi,New Delhi,PROD-894,Furniture,Furnishings,7,15049.02,0.27,-247.71
ORD-204696,25-04-2023,05-05-2023,CUST-3990,Charvi Garg,Corporate,India,North,Punjab,Ludhiana,PROD-937,Technology,Accessories,9,14704.07,0.2,107.07
ORD-204697,10-06-2023,13-06-2023,CUST-2131,Yashvi Chaudry,Consumer,India,North,Karnataka,Bengaluru,PROD-511,Furniture,Tables,2,399.87,0.01,25.26
ORD-204698,06-05-2022,16-05-2022,CUST-6537,Charvi Subramaniam,Corporate,India,East,Rajasthan,Jaipur,PROD-621,Technology,Phones,2,15224.31,0.01,2480.59
ORD-204699,06-07-2023,08-07-2023,CUST-7135,Jayant Rau,Corporate,India,North,Gujarat,Surat,PROD-373,Furniture,Chairs,9,13069.37,0.03,1656.37
ORD-204700,14-07-2024,18-07-2024,CUST-6084,Taran Sem,Corporate,India,South,Karnataka,Bengaluru,PROD-819,Technology,Accessories,10,4677.16,0.05,644.1
ORD-204701,12-11-2023,14-11-2023,CUST-3098,Lakshit Koshy,Consumer,India,South,Gujarat,Ahmedabad,PROD-867,Furniture,Furnishings,4,14896.63,0.14,-253.29
ORD-204702,01-12-2023,05-12-2023,CUST-7908,Misha Dhar,Corporate,India,West,Tamil Nadu,Coimbatore,PROD-165,Office Supplies,Art,5,16391.72,0.24,1752.21
ORD-204703,16-07-2023,19-07-2023,CUST-8372,Samarth Korpal,Consumer,India,North,Gujarat,Surat,PROD-884,Technology,Copiers,3,18545.7,0.12,2725.74
ORD-204704,07-06-2022,08-06-2022,CUST-2387,Rhea Vohra,Home Office,India,West,West Bengal,Kolkata,PROD-103,Office Supplies,Paper,8,20440.63,0.24,1981.97
ORD-204705,14-04-2022,15-04-2022,CUST-4953,Aarav Mall,Home Office,India,North,Gujarat,Ahmedabad,PROD-870,Technology,Laptops,9,15969.56,0.04,2823.99
ORD-204706,26-07-2024,29-07-2024,CUST-4339,Stuvan Kibe,Consumer,India,South,Tamil Nadu,Coimbatore,PROD-313,Technology,Laptops,7,21268.71,0.04,2145.11
ORD-204707,23-11-2024,25-11-2024,CUST-4610,Zoya Johal,Corporate,India,North,Karnataka,Mysuru,PROD-264,Furniture,Tables,10,4774.51,0.02,671.21
ORD-204708,06-10-2024,13-10-2024,CUST-8046,Charvi Khatri,Consumer,India,West,Tamil Nadu,Chennai,PROD-285,Technology,Copiers,5,16140.21,0.03,1651.34
ORD-204709,06-03-2022,11-03-2022,CUST-5357,Kanav Salvi,Home Office,India,North,Maharashtra,Mumbai,PROD-955,Technology,Copiers,9,1502.91,0.11,333.74
ORD-204710,04-12-2024,12-12-2024,CUST-2967,Pranay Dube,Corporate,India,North,Maharashtra,Nagpur,PROD-593,Office Supplies,Storage,7,14794.32,0.12,2900.09
ORD-204711,20-03-2023,26-03-2023,CUST-5522,Aarav Bir,Home Office,India,West,Maharashtra,Nagpur,PROD-742,Office Supplies,Paper,2,19989.03,0,5154.08
ORD-204712,13-04-2024,16-04-2024,CUST-8778,Jayant Divan,Consumer,India,South,Karnataka,Mysuru,PROD-538,Furniture,Furnishings,6,18867.96,0.08,780.47
ORD-204713,23-08-2022,31-08-2022,CUST-3646,Emir Sinha,Home Office,India,North,Karnataka,Bengaluru,PROD-968,Furniture,Chairs,1,4098.66,0.06,314.17
ORD-204714,24-11-2024,26-11-2024,CUST-2195,Nehmat Kibe,Consumer,India,North,Gujarat,Surat,PROD-529,Office Supplies,Art,9,5373.49,0.03,1235.15
ORD-204715,18-01-2023,19-01-2023,CUST-6990,Manikya Koshy,Home Office,India,East,Rajasthan,Jaipur,PROD-950,Technology,Accessories,4,14428.29,0.29,1551.92
ORD-204716,17-07-2022,25-07-2022,CUST-1379,Krish Kamdar,Consumer,India,South,West Bengal,Kolkata,PROD-365,Furniture,Chairs,1,8409.94,0.25,171.86
ORD-204717,13-02-2023,18-02-2023,CUST-9634,Farhan Dhar,Consumer,India,West,Gujarat,Ahmedabad,PROD-838,Technology,Laptops,9,24904.78,0.15,2348.69
ORD-204718,22-08-2023,26-08-2023,CUST-1780,Tiya Sem,Corporate,India,North,Kerala,Kochi,PROD-680,Technology,Phones,7,13903.37,0.03,2742.38
ORD-204719,09-03-2023,14-03-2023,CUST-2165,Kiara Bir,Corporate,India,South,Karnataka,Mysuru,PROD-939,Technology,Accessories,8,23164.85,0.16,4033.09
ORD-204720,18-06-2024,22-06-2024,CUST-3439,Piya Vala,Corporate,India,East,Tamil Nadu,Chennai,PROD-211,Furniture,Bookcases,3,9801.41,0.3,1008.84
ORD-204721,26-08-2022,03-09-2022,CUST-2377,Samiha Setty,Corporate,India,East,Gujarat,Ahmedabad,PROD-272,Technology,Accessories,10,9700.04,0.09,1751.63
ORD-204722,15-12-2023,23-12-2023,CUST-6080,Dhruv Rao,Consumer,India,South,Delhi,New Delhi,PROD-234,Furniture,Bookcases,8,11571.91,0.25,830.45
ORD-204723,06-01-2023,11-01-2023,CUST-9861,Stuvan Sarraf,Corporate,India,North,Kerala,Kochi,PROD-321,Furniture,Bookcases,2,2787.16,0.27,169.92
ORD-204724,11-01-2024,18-01-2024,CUST-2054,Aarna Loyal,Consumer,India,East,Telangana,Hyderabad,PROD-523,Technology,Accessories,10,20434.18,0.26,982.92
ORD-204725,17-01-2023,23-01-2023,CUST-4699,Himmat Sachdeva,Consumer,India,East,Maharashtra,Pune,PROD-493,Technology,Phones,3,12740.9,0.25,-303.75
ORD-204726,05-06-2022,06-06-2022,CUST-7248,Gokul Sodhi,Home Office,India,North,Delhi,New Delhi,PROD-773,Furniture,Tables,8,4606.14,0.14,864.94
ORD-204727,04-08-2022,07-08-2022,CUST-2898,Jayant Mander,Consumer,India,East,Telangana,Hyderabad,PROD-671,Furniture,Furnishings,10,14207.58,0.02,2787.65
ORD-204728,12-05-2022,14-05-2022,CUST-9294,Rania Gera,Corporate,India,South,Maharashtra,Nagpur,PROD-701,Technology,Accessories,1,11338.89,0.03,997.94
ORD-204729,05-02-2022,10-02-2022,CUST-7333,Kimaya Bakshi,Home Office,India,West,Delhi,New Delhi,PROD-128,Office Supplies,Binders,8,11554.38,0.25,944.32
ORD-204730,29-02-2024,01-03-2024,CUST-3019,Nayantara Dugar,Home Office,India,South,Telangana,Hyderabad,PROD-831,Furniture,Chairs,10,24013.51,0.02,6202.53
ORD-204731,22-10-2023,29-10-2023,CUST-9436,Anahi Andra,Consumer,India,South,Kerala,Kochi,PROD-910,Technology,Laptops,8,3425,0.18,663.37
ORD-204732,23-02-2023,25-02-2023,CUST-1084,Arhaan Buch,Home Office,India,South,Tamil Nadu,Chennai,PROD-167,Furniture,Tables,6,17985.41,0.12,1847.08
ORD-204733,04-10-2022,08-10-2022,CUST-7380,Tushar Upadhyay,Consumer,India,East,West Bengal,Kolkata,PROD-259,Office Supplies,Binders,8,18215.37,0.04,1240.75
ORD-204734,13-11-2024,23-11-2024,CUST-2724,Dhanuk Solanki,Corporate,India,South,Kerala,Kochi,PROD-123,Technology,Phones,5,24162.43,0.03,2852.65
ORD-204735,26-10-2023,28-10-2023,CUST-6551,Miraan Gandhi,Corporate,India,West,Gujarat,Surat,PROD-666,Office Supplies,Storage,6,2935.82,0.12,108.8
ORD-204736,03-06-2024,12-06-2024,CUST-1530,Kismat Borra,Corporate,India,South,Punjab,Ludhiana,PROD-487,Furniture,Furnishings,10,16991.27,0.01,4150.56
ORD-204737,19-07-2023,27-07-2023,CUST-6361,Tiya Ghose,Consumer,India,South,West Bengal,Kolkata,PROD-481,Technology,Copiers,6,3216.67,0.19,-74.93
ORD-204738,06-04-2024,13-04-2024,CUST-1865,Arhaan Agate,Home Office,India,East,Kerala,Kochi,PROD-488,Furniture,Furnishings,4,11399.37,0.15,1183.31
ORD-204739,06-03-2022,10-03-2022,CUST-1012,Pihu Karan,Corporate,India,North,Rajasthan,Jaipur,PROD-579,Technology,Phones,10,16980.57,0.28,219.17
ORD-204740,15-02-2022,25-02-2022,CUST-6122,Arhaan Aggarwal,Corporate,India,South,Gujarat,Ahmedabad,PROD-137,Technology,Laptops,2,1859.2,0.24,-129.1
ORD-204741,21-12-2022,25-12-2022,CUST-3827,Kashvi Swamy,Consumer,India,East,Punjab,Ludhiana,PROD-321,Furniture,Furnishings,1,1842.06,0.18,30.38
ORD-204742,17-03-2022,18-03-2022,CUST-7628,Jayant Sidhu,Consumer,India,North,Tamil Nadu,Coimbatore,PROD-860,Furniture,Furnishings,9,18447.17,0.26,2759.5
ORD-204743,25-07-2024,26-07-2024,CUST-8004,Adah Bhakta,Consumer,India,North,Maharashtra,Mumbai,PROD-681,Furniture,Tables,9,12942.5,0.29,-464.59
ORD-204744,28-12-2024,31-12-2024,CUST-1019,Ahana  Aggarwal,Corporate,India,South,Maharashtra,Pune,PROD-888,Furniture,Furnishings,4,19627.09,0.24,-976.31
ORD-204745,21-06-2023,01-07-2023,CUST-8135,Drishya Dasgupta,Corporate,India,North,Delhi,New Delhi,PROD-737,Furniture,Furnishings,3,23417.85,0.27,2981.45
ORD-204746,07-01-2023,16-01-2023,CUST-3842,Suhana Chand,Home Office,India,East,Telangana,Hyderabad,PROD-247,Furniture,Bookcases,9,9754.39,0.11,291.11
ORD-204747,25-09-2022,27-09-2022,CUST-4049,Anay Ratti,Consumer,India,North,Maharashtra,Pune,PROD-992,Furniture,Bookcases,9,2899.16,0.23,-171.58
ORD-204748,19-02-2024,27-02-2024,CUST-6254,Kiaan Dhingra,Corporate,India,South,West Bengal,Kolkata,PROD-287,Furniture,Tables,2,11815.88,0.07,1763.59
ORD-204749,07-03-2022,11-03-2022,CUST-4975,Shlok Setty,Corporate,India,West,Gujarat,Surat,PROD-391,Furniture,Furnishings,6,18070.77,0.19,1409.59
ORD-204750,24-06-2022,03-07-2022,CUST-1299,Manikya Solanki,Home Office,India,East,West Bengal,Kolkata,PROD-130,Technology,Copiers,10,18253.57,0.23,2758.22
ORD-204751,14-07-2024,21-07-2024,CUST-5248,Neelofar Cherian,Corporate,India,East,Gujarat,Surat,PROD-209,Technology,Laptops,4,24402.9,0.03,4254.32
ORD-204752,24-04-2024,28-04-2024,CUST-6279,Rasha Das,Consumer,India,East,Gujarat,Surat,PROD-423,Technology,Laptops,9,21883.37,0.27,2431.42
ORD-204753,01-01-2023,03-01-2023,CUST-9585,Divij Kade,Corporate,India,West,Telangana,Hyderabad,PROD-834,Furniture,Chairs,9,7942.96,0.22,-199.21
ORD-204754,07-05-2022,13-05-2022,CUST-7094,Kismat Deshmukh,Home Office,India,South,Karnataka,Bengaluru,PROD-986,Office Supplies,Binders,10,23530.11,0.09,2965.45
ORD-204755,07-04-2024,13-04-2024,CUST-5160,Anika Balan,Corporate,India,South,West Bengal,Kolkata,PROD-191,Office Supplies,Storage,7,14579.11,0.14,456.18
ORD-204756,20-09-2024,27-09-2024,CUST-3545,Farhan Khanna,Consumer,India,North,Karnataka,Bengaluru,PROD-930,Office Supplies,Art,7,20389.01,0.19,3832.47
ORD-204757,28-09-2024,01-10-2024,CUST-9721,Dhruv Banerjee,Consumer,India,West,Gujarat,Surat,PROD-294,Technology,Copiers,6,510.54,0.2,7.83
ORD-204758,31-10-2023,04-11-2023,CUST-3364,Bhamini Karnik,Home Office,India,East,Delhi,New Delhi,PROD-221,Technology,Laptops,10,22193.27,0.11,2623.48
ORD-204759,29-01-2023,04-02-2023,CUST-7441,Mannat Chawla,Corporate,India,South,West Bengal,Kolkata,PROD-115,Office Supplies,Binders,5,24371.45,0.26,-1281.46
ORD-204760,01-05-2023,07-05-2023,CUST-2021,Shanaya Batta,Consumer,India,East,West Bengal,Kolkata,PROD-204,Office Supplies,Paper,5,17903.77,0.23,3003.84
ORD-204761,05-09-2024,10-09-2024,CUST-2988,Lagan Srivastava,Consumer,India,West,West Bengal,Kolkata,PROD-299,Technology,Phones,3,22060.82,0.2,-427.88
ORD-204762,18-08-2022,26-08-2022,CUST-1700,Fateh Chokshi,Consumer,India,South,Kerala,Kochi,PROD-710,Office Supplies,Binders,1,18330.75,0.09,2281
ORD-204763,10-12-2024,12-12-2024,CUST-9464,Divyansh Upadhyay,Corporate,India,West,Gujarat,Surat,PROD-719,Office Supplies,Art,5,12443.88,0.18,383.63
ORD-204764,03-12-2023,08-12-2023,CUST-3850,Hridaan Krishnamurthy,Consumer,India,South,Karnataka,Bengaluru,PROD-399,Technology,Accessories,9,14868.54,0,2817.19
ORD-204765,13-11-2024,21-11-2024,CUST-9775,Inaaya  Talwar,Corporate,India,North,Rajasthan,Jaipur,PROD-419,Furniture,Chairs,8,23217.3,0.1,4463.79
ORD-204766,16-01-2022,25-01-2022,CUST-7386,Reyansh Chana,Home Office,India,West,West Bengal,Kolkata,PROD-201,Technology,Copiers,7,12914.62,0.18,2098.28
ORD-204767,04-07-2023,10-07-2023,CUST-8176,Purab Ranganathan,Consumer,India,North,Telangana,Hyderabad,PROD-418,Technology,Accessories,7,9161.51,0.21,43.65
ORD-204768,04-06-2024,11-06-2024,CUST-3426,Aarav Baral,Home Office,India,East,Rajasthan,Jaipur,PROD-720,Office Supplies,Paper,5,14139.45,0.26,1092.72
ORD-204769,27-07-2022,31-07-2022,CUST-5776,Ritvik Sood,Home Office,India,East,Karnataka,Bengaluru,PROD-230,Furniture,Bookcases,2,20906.41,0.24,485.05
ORD-204770,30-07-2024,06-08-2024,CUST-7555,Ishaan Ben,Corporate,India,West,Maharashtra,Mumbai,PROD-857,Technology,Copiers,9,1725.84,0.08,198.09
ORD-204771,15-06-2023,17-06-2023,CUST-1233,Uthkarsh Dara,Home Office,India,East,Tamil Nadu,Chennai,PROD-568,Furniture,Bookcases,7,13629.6,0.26,1979.47
ORD-204772,11-05-2022,15-05-2022,CUST-3146,Prisha Korpal,Corporate,India,East,West Bengal,Kolkata,PROD-817,Technology,Copiers,4,19031.59,0.24,2757.05
ORD-204773,18-03-2024,24-03-2024,CUST-4443,Adira Dubey,Corporate,India,South,Tamil Nadu,Chennai,PROD-805,Furniture,Chairs,8,19183.91,0.08,686.55
ORD-204774,19-04-2022,25-04-2022,CUST-6182,Akarsh Sangha,Consumer,India,North,Gujarat,Surat,PROD-139,Technology,Copiers,1,5763.89,0.02,1446.47
ORD-204775,18-06-2022,20-06-2022,CUST-4733,Hansh Dewan,Corporate,India,East,Gujarat,Ahmedabad,PROD-837,Technology,Copiers,10,10050.85,0.14,1628.77
ORD-204776,04-10-2024,08-10-2024,CUST-6338,Trisha Bains,Corporate,India,East,Karnataka,Bengaluru,PROD-359,Technology,Phones,7,537.7,0.22,52.97
ORD-204777,03-10-2022,13-10-2022,CUST-7323,Diya Dani,Consumer,India,North,Kerala,Kochi,PROD-339,Technology,Laptops,6,8813.23,0.08,871.23
ORD-204778,21-05-2024,28-05-2024,CUST-4055,Shalv Chanda,Consumer,India,North,Telangana,Hyderabad,PROD-139,Technology,Accessories,2,10033.46,0.12,1112.05
ORD-204779,19-02-2024,29-02-2024,CUST-4661,Aradhya Wadhwa,Consumer,India,West,Rajasthan,Jaipur,PROD-416,Office Supplies,Binders,2,11537.18,0.05,1387.63
ORD-204780,23-01-2024,31-01-2024,CUST-6941,Pari Sangha,Home Office,India,South,Rajasthan,Jaipur,PROD-412,Technology,Laptops,8,2422.12,0.03,226.15
ORD-204781,04-07-2022,07-07-2022,CUST-5804,Madhup Contractor,Corporate,India,West,Punjab,Ludhiana,PROD-444,Furniture,Tables,8,19413.71,0.25,3302.9
ORD-204782,16-05-2023,25-05-2023,CUST-6860,Riya Shenoy,Corporate,India,East,Gujarat,Surat,PROD-413,Technology,Laptops,10,17825.41,0.07,797.63
ORD-204783,30-03-2022,06-04-2022,CUST-6011,Priyansh Verma,Home Office,India,North,Rajasthan,Jaipur,PROD-135,Technology,Copiers,6,10984.17,0.24,1550.98
ORD-204784,31-10-2023,04-11-2023,CUST-7066,Shaan Saxena,Home Office,India,South,Rajasthan,Jaipur,PROD-183,Technology,Phones,6,23198.71,0.2,348.95
ORD-204785,08-06-2022,09-06-2022,CUST-7121,Alia Gulati,Home Office,India,West,Kerala,Kochi,PROD-207,Furniture,Furnishings,8,22974.64,0.2,2215.12
ORD-204786,10-05-2024,11-05-2024,CUST-9460,Jayant Upadhyay,Home Office,India,East,Rajasthan,Jaipur,PROD-201,Technology,Phones,7,2364.22,0.02,257.36
ORD-204787,30-11-2022,06-12-2022,CUST-2299,Sara Reddy,Consumer,India,West,Gujarat,Ahmedabad,PROD-437,Technology,Laptops,8,8960.19,0.23,-244.82
ORD-204788,19-03-2022,26-03-2022,CUST-4530,Anay Magar,Consumer,India,West,Kerala,Kochi,PROD-365,Office Supplies,Art,5,8750.52,0.06,1662.68
ORD-204789,09-07-2024,11-07-2024,CUST-2737,Alia Sibal,Consumer,India,South,Gujarat,Ahmedabad,PROD-121,Furniture,Furnishings,6,4712.74,0.1,469.39
ORD-204790,08-07-2022,12-07-2022,CUST-8920,Vaibhav Hari,Home Office,India,East,Tamil Nadu,Coimbatore,PROD-962,Office Supplies,Binders,7,13863.5,0.26,-82.68
ORD-204791,29-12-2024,07-01-2025,CUST-7109,Biju Sunder,Corporate,India,West,West Bengal,Kolkata,PROD-646,Technology,Phones,5,2667.94,0.26,149.11
ORD-204792,12-04-2023,21-04-2023,CUST-7249,Khushi Balay,Consumer,India,West,West Bengal,Kolkata,PROD-233,Technology,Copiers,7,10378.97,0.01,2321.52
ORD-204793,18-08-2022,25-08-2022,CUST-2825,Lakshit Dhar,Corporate,India,North,West Bengal,Kolkata,PROD-858,Furniture,Tables,1,16548.29,0.29,-959.77
ORD-204794,21-03-2022,29-03-2022,CUST-4915,Nirvaan Sarin,Consumer,India,South,Gujarat,Surat,PROD-654,Office Supplies,Binders,10,23407.21,0.18,3844.41
